C_ST,JS_ST,JW_ST,JW_Trsv,JW_Xyl,P_ST,P_Xyl,Q_ST,c_demand_2,c_satis,carbon_q,connect_no,connection_1,connection_2,connection_belong,coor_x,coor_y,coor_z,exudation,growth_rate,id,length,order,organ_id,organ_id2,organ_length,organ_type,parent_organ,r_st,r_xyl,r_xyl_node,radial_water,radius,res_main,rw_satis,sub_type,time
1.9467,0.175841,0.0903273,-0.00163044,9.57536,10.6597,-0.100002,0.25307199999999996,,,,2,1,2,,0.0,0.0,-0.02,,,1,0.0,1,0,0,,2,0,0.018709134978227286,2.798624877102463e-08,,,0.1,0,,1,1
1.943,0.171987,0.08851619999999999,-0.00181107,9.60131,10.6351,-0.100002,0.25259000000000004,,,,2,2,3,,9.262336377145573e-05,-0.0003146565754131482,-0.022478389023545927,,,2,0.0025,1,0,1,,2,0,0.01870913497822728,2.798624877102463e-08,,,0.1,0,,1,1
1.94042,0.168131,0.0866467,-0.00186953,9.55288,10.6113,-0.100002,0.252254,,,,2,3,4,,0.0001090089854947416,-0.0006276287346893987,-0.02495866722143396,,,3,0.004999999999999999,1,0,1,,2,0,0.018709134978227286,2.798624877102463e-08,,,0.1,0,,1,1
1.93823,0.16428199999999998,0.08475880000000001,-0.00188789,9.55543,10.5882,-0.10000099999999999,0.25196999999999997,,,,2,4,5,,0.00011560419234361197,-0.000951452125017434,-0.027437597417127875,,,4,0.0075,1,0,1,,2,0,0.01870913497822731,2.798624877102463e-08,,,0.1,0,,1,1
1.93622,0.160447,0.08286610000000001,-0.00189269,9.55654,10.5656,-0.10000099999999999,0.251709,,,,2,5,6,,0.00022783453404717907,-0.0013402161489750872,-0.029904633469575705,,,5,0.010000000000000004,1,0,1,,2,0,0.018709134978227286,2.798624877102463e-08,,,0.1,0,,1,1
1.9343,0.156627,0.08097339999999999,-0.00189269,9.55575,10.5437,-0.10000099999999999,0.251459,,,,2,6,7,,4.071024042790132e-05,-0.0016848513410470194,-0.03237368411367417,,,6,0.012500000000000004,1,0,1,,2,0,0.01870913497822728,2.798624877102463e-08,,,0.1,0,,1,1
1.93245,0.15282300000000001,0.0790826,-0.00189081,9.55364,10.5225,-0.10000099999999999,0.251218,,,,2,7,8,,-1.4148187591380666e-05,-0.001893015313861711,-0.034864398531927944,,,7,0.015000000000000003,1,0,1,,2,0,0.01870913497822728,2.798624877102463e-08,,,0.1,0,,1,1
1.93065,0.149036,0.0771946,-0.00188803,9.55136,10.5018,-0.1,0.250985,,,,2,8,9,,-0.00013373661374076778,-0.002202457719452875,-0.037342289571895816,,,8,0.0175,1,0,1,,2,0,0.017222332693165414,2.798624877102463e-08,,,0.1,0,,1,1
1.42908,0.17966300000000002,0.0919577,-0.0462992,9.63283,10.4833,-0.1,0.185781,0.002349821361603641,219.1947117411897,0.515068416,1,10,1,7.0,-0.0003832367354103998,-0.0024025551626492584,-0.039621283922822104,0.5127185946383963,1.8699284573082775,9,0.019801326693244754,1,0,1,1.9801326693244747,2,0,0.01870913497822728,2.798624877102463e-08,,,0.1,0,0.9349642286541388,1,1
1.95376,0.183392,0.0930263,-0.00106862,9.62101,10.6851,-0.100002,0.25398899999999996,,,,2,11,10,,0.0,0.0,-0.0175,,,10,0.0024999999999999988,1,1,2,,3,0,0.0001,1e-09,,,0.1,0,,1,1
1.9714,0.186881,0.0920286,0.000997723,10.225,10.6853,-0.100002,0.256282,,,,2,12,11,,0.0,0.0,-0.015,,,11,0.005000000000000001,1,1,2,,3,0,0.0001,1e-09,,,0.1,0,,1,1
2.03068,0.189884,0.0837852,0.00824339,9.94304,10.6855,-0.100002,0.263988,,,,2,13,12,,0.0,0.0,-0.0125,,,12,0.0075,1,1,2,,3,0,0.0001,1e-09,,,0.1,0,,1,1
2.26632,,,0.0424092,,10.6858,-0.100002,0.294622,,,,1,,,,0.0,0.0,-0.010245884900142803,,,13,0.009754115099857198,1,1,2,,3,0,,,,,0.1,0,,1,1
1.60035,0.34402,0.214966,-0.00183193,20.8558,7.31871,-0.100009,0.20804499999999998,,,,2,1,2,,0.0,0.0,-0.02,,,1,0.0,1,0,0,,2,0,0.018709134978227286,2.798624877102463e-08,,,0.1,0,,1,2
1.5970600000000001,0.340359,0.21311599999999997,-0.00185029,20.8539,7.2938600000000005,-0.100009,0.207618,,,,2,2,3,,9.262336377145573e-05,-0.0003146565754131482,-0.022478389023545927,,,2,0.0025,1,0,1,,2,0,0.01870913497822728,2.798624877102463e-08,,,0.1,0,,1,2
