time,id,organ_type,sub_type,connect_no,organ_id,organ_id2,parent_organ,length,res_main,carbon_q,c_satis,rw_satis,c_demand_2,growth_rate,exudation,order,organ_length,coor_x,coor_y,coor_z,connection_1,connection_2,radius,r_xyl_node,radial_water,r_xyl,r_st,connection_belong,JW_Trsv,Q_ST,C_ST,P_Xyl,P_ST,JW_Xyl,JW_ST,JS_ST
1,1,2,1,2,0,0,0,0.0,0.0,,,,,,,1,,0.0,0.0,-0.02,1,2,0.1,,,0.0001401689298628721,0.009353032143986802,,0.030584399999999998,0.26373800000000003,0.202876,-0.110252,-0.004162600000000001,9.029869999999999,1.5588799999999998,0.31626
1,2,2,1,2,0,1,0,0.0024999999999999966,3.966657323232319e-09,,,,,,,1,,6.364500226244973e-05,-1.452755403967573e-05,-0.022499147507423406,2,3,0.1,,,0.0001401689298628721,0.009353032143986811,,0.0295512,0.25808600000000004,0.198528,-0.10898599999999999,-0.0146339,9.05942,1.58844,0.315349
1,3,2,1,2,0,1,0,0.004999999999999996,3.966657323232323e-09,,,,,,,1,,7.087543789440776e-05,-0.00019824454521662267,-0.024992377498409688,3,4,0.1,,,0.0001401689298628721,0.009353032143986818,,0.030191700000000002,0.252533,0.19425599999999998,-0.107716,-0.0252543,9.08961,1.61863,0.31442800000000004
1,4,2,1,2,0,1,0,0.007499999999999996,3.9666573232323245e-09,,,,,,,1,,5.706367641672248e-05,-0.00034783942523562456,-0.02748785953743882,4,5,0.1,,,0.0001401689298628721,0.009353032143986823,,0.031571100000000005,0.24697199999999997,0.189979,-0.10644200000000001,-0.0360274,9.12118,1.6502,0.313502
1,5,2,1,2,0,1,0,0.009999999999999998,3.966657323232327e-09,,,,,,,1,,0.0001451568948285847,-0.000473242547953095,-0.029983157844592205,5,6,0.1,,,0.0001401689298628721,0.009353032143986823,,0.033356699999999996,0.241364,0.18566400000000002,-0.10516400000000001,-0.04696090000000001,9.154539999999999,1.68356,0.312576
1,6,2,1,2,0,1,0,0.0125,3.966657323232327e-09,,,,,,,1,,8.758247013210664e-05,-0.0006707269963541297,-0.03247468048712641,6,7,0.1,,,0.0001401689298628721,0.009353032143986811,,0.035438,0.23569,0.1813,-0.103881,-0.0580644,9.189969999999999,1.7189900000000002,0.311653
1,7,2,1,2,0,1,0,0.015,3.966657323232323e-09,,,,,,,1,,0.00010172393697168016,-0.0008513675671872328,-0.03496810564202573,7,8,0.1,,,0.0001401689298628721,0.009353032143986811,,0.037791000000000005,0.22994099999999998,0.176878,-0.102593,-0.06934939999999999,9.22777,1.75678,0.310736
1,8,2,1,2,0,1,0,0.017499999999999998,3.966657323232323e-09,,,,,,,1,,2.932736029165224e-06,-0.0010743392817338107,-0.03745618198995569,8,9,0.1,,,0.0001401689298628721,0.00860975301429321,,0.0404277,0.224113,0.172394,-0.101299,-0.0808288,9.268189999999999,1.7972099999999998,0.309829
1,9,2,1,1,0,1,0,0.019801326693244747,3.6514297523637244e-09,1.070769024,455.68103239526744,0.9349642286541388,0.002349821361603641,1.8699284573082775,1.0684192026383965,1,1.9801326693244747,-0.00026764606659782244,-0.0011974225071536202,-0.03973822979406279,10,1,0.1,,,0.0001401689298628721,0.009353032143986811,7.0,-1.73045,0.00675833,0.00519872,-0.1,-0.0915882,8.99928,1.5283,0.317153
1,10,3,1,2,1,2,0,0.0024999999999999988,3.966657323232323e-09,,,,,,,1,,0.0,0.0,-0.0175,11,10,0.1,,,1e-09,0.0001,,0.035914999999999996,0.269776,0.20751999999999998,-0.11151300000000001,0.00615436,8.96337,1.4923899999999999,0.318015
1,11,3,1,2,1,2,0,0.005000000000000001,3.966657323232327e-09,,,,,,,1,,0.0,0.0,-0.015,12,11,0.1,,,1e-09,0.0001,,0.10097300000000001,0.27702,0.213092,-0.11151300000000001,0.00626272,8.86239,1.39141,0.318819
1,12,3,1,2,1,2,0,0.0075,3.966657323232323e-09,,,,,,,1,,0.0,0.0,-0.0125,13,12,0.1,,,1e-09,0.0001,,0.290478,0.297873,0.229133,-0.11151300000000001,0.00636551,8.57193,1.10093,0.319536
